ID,Unvocalized,Vocalized,Root,Normalized,Triliteral,Past,Future,Imperative,Passive
9328,عطا,عَطَا,عطو,عطا,1,0,0,0,0
9329,هجا,هَجَا,هجو,هجا,1,0,0,0,0
9330,تلا,تَلَا,تلو,تلا,1,0,0,0,0
9331,شكا,شَكَا,شكو,شكا,1,0,0,0,0
9332,جفا,جَفَا,جفو,جفا,1,0,0,0,0
9333,لقا,لَقَا,لقو,لقا,1,0,0,0,0
9334,دسا,دَسَا,دسو,دسا,1,1,1,1,0
9335,خلا,خَلَا,خلو,خلا,1,1,1,1,0
9336,دنا,دَنَا,دنو,دنا,1,1,1,1,0
9337,صفا,صَفَا,صفو,صفا,1,0,0,0,0
9338,كبا,كَبَا,كبو,كبا,1,0,0,0,0
9339,قبا,قَبَا,قبو,قبا,1,0,0,0,0
9340,نجا,نَجَا,نجو,نجا,1,1,1,1,0
9341,ذرا,ذَرَا,ذرو,ذرا,1,0,0,0,0
9342,نحا,نَحَا,نحو,نحا,1,0,0,0,0
9343,عدا,عَدَا,عدو,عدا,1,0,0,0,0
9344,سلا,سَلَا,سلو,سلا,1,0,0,0,0
9345,سها,سَهَا,سهو,سها,1,1,1,1,0
9346,سخا,سَخَا,سخو,سخا,1,1,1,1,0
9347,بلا,بَلَا,بلو,بلا,1,0,0,0,0
9348,عتا,عَتَا,عتو,عتا,1,1,1,1,0
9349,عثا,عَثَا,عثو,عثا,1,1,1,1,0
9350,شذا,شَذَا,شذو,شذا,1,0,0,0,0
9351,صبا,صَبَا,صبو,صبا,1,1,1,1,0
9352,صحا,صَحَا,صحو,صحا,1,1,1,1,0
9353,كسا,كَسَا,كسو,كسا,1,0,0,0,0
9354,ضحا,ضَحَا,ضحو,ضحا,1,1,1,1,0
9355,قصا,قَصَا,قصو,قصا,1,1,1,1,0
9356,قسا,قَسَا,قسو,قسا,1,1,1,1,0
9357,حقا,حَقَا,حقو,حقا,1,0,0,0,0
9358,زها,زَهَا,زهو,زها,1,0,0,0,0
9359,زجا,زَجَا,زجو,زجا,1,0,0,0,0
9360,رسا,رَسَا,رسو,رسا,1,1,1,1,0
9361,حلا,حَلَا,حلو,حلا,1,1,1,1,0
9362,شدا,شَدَا,شدو,شدا,1,0,0,0,0
9363,طبا,طَبَا,طبو,طبا,1,0,0,0,0
9364,رثا,رَثَا,رثو,رثا,1,0,0,0,0
9365,عدا,عَدَا,عدو,عدا,1,1,1,1,0
9366,طلا,طَلَا,طلو,طلا,1,0,0,0,0
9367,طما,طَمَا,طمو,طما,1,1,1,1,0
9368,ضنا,ضَنَا,ضنو,ضنا,1,1,1,1,0
9369,غلا,غَلَا,غلو,غلا,1,1,1,1,0
9370,طغا,طَغَا,طغو,طغا,1,1,1,1,0
9371,نتا,نَتَا,نتو,نتا,1,1,1,1,0
9372,فشا,فَشَا,فشو,فشا,1,1,1,1,0
9373,سرا,سَرَا,سرو,سرا,1,0,0,0,0
9374,شتا,شَتَا,شتو,شتا,1,1,1,1,0
9375,ذها,ذَهَا,ذهو,ذها,1,1,1,1,0
9376,رضا,رَضَا,رضو,رضا,1,0,0,0,0
9377,رعا,رَعَا,رعو,رعا,1,0,0,0,0
9378,رتا,رَتَا,رتو,رتا,1,0,0,0,0
9379,رحا,رَحَا,رحو,رحا,1,0,0,0,0
9380,رخا,رَخَا,رخو,رخا,1,1,1,1,0
9381,حبا,حَبَا,حبو,حبا,1,0,0,0,0
9382,ربا,رَبَا,ربو,ربا,1,0,0,0,0
9383,رشا,رَشَا,رشو,رشا,1,0,0,0,0
9384,حنا,حَنَا,حنو,حنا,1,1,1,1,0
9385,لخا,لَخَا,لخو,لخا,1,0,0,0,0
9386,ثرا,ثَرَا,ثرو,ثرا,1,0,0,0,0
9387,ثغا,ثَغَا,ثغو,ثغا,1,1,1,1,0
9388,خزا,خَزَا,خزو,خزا,1,0,0,0,0
9389,كرا,كَرَا,كرو,كرا,1,0,0,0,0
9390,حثا,حَثَا,حثو,حثا,1,0,0,0,0
9391,حنا,حَنَا,حنو,حنا,1,0,0,0,0
9392,حسا,حَسَا,حسو,حسا,1,0,0,0,0
9393,حشا,حَشَا,حشو,حشا,1,0,0,0,0
9394,غرا,غَرَا,غرو,غرا,1,0,0,0,0
9395,بها,بَهَا,بهو,بها,1,0,0,0,0
9396,لها,لَهَا,لهو,لها,1,1,1,1,0
9397,عصا,عَصَا,عصو,عصا,1,0,0,0,0
9398,حرا,حَرَا,حرو,حرا,1,1,1,1,0
9399,فضا,فَضَا,فضو,فضا,1,1,1,1,0
9400,نجا,نَجَا,نجو,نجا,1,0,0,0,0
9401,حبا,حَبَا,حبو,حبا,1,0,0,0,0
9402,بدا,بَدَا,بدو,بدا,1,1,1,1,0
9403,دعا,دَعَا,دعو,دعا,1,0,0,0,0
9404,ندا,نَدَا,ندو,ندا,1,0,0,0,0
9405,طها,طَهَا,طهو,طها,1,0,0,0,0
9406,رسا,رَسَا,رسو,رسا,1,0,0,0,0
9407,سنا,سَنَا,سنو,سنا,1,0,0,0,0
9408,مها,مَهَا,مهو,مها,1,0,0,0,0
9409,ركا,رَكَا,ركو,ركا,1,0,0,0,0
9410,محا,مَحَا,محو,محا,1,0,0,0,0
9411,غذا,غَذَا,غذو,غذا,1,0,0,0,0
9412,مها,مَهَا,مهو,مها,1,1,1,1,0
9413,لحا,لَحَا,لحو,لحا,1,0,0,0,0
9414,عزا,عَزَا,عزو,عزا,1,0,0,0,0
9415,لها,لَهَا,لهو,لها,1,1,1,1,0
9416,نجا,نَجَا,نجو,نجا,1,1,1,1,0
9417,قتا,قَتَا,قتو,قتا,1,0,0,0,0
9418,سطا,سَطَا,سطو,سطا,1,1,1,1,0
9419,معا,مَعَا,معو,معا,1,1,1,1,0
9420,مكا,مَكَا,مكو,مكا,1,1,1,1,0
9421,طلا,طَلَا,طلو,طلا,1,1,1,1,0
9422,غزا,غَزَا,غزو,غزا,1,0,0,0,0
9423,خلا,خَلَا,خلو,خلا,1,1,1,1,0
9424,سما,سَمَا,سمو,سما,1,0,0,0,0
9425,فسا,فَسَا,فسو,فسا,1,1,1,1,0
9426,غشا,غَشَا,غشو,غشا,1,0,0,0,0
9427,هفا,هَفَا,هفو,هفا,1,0,0,0,0
9428,فقا,فَقَا,فقو,فقا,1,0,0,0,0
9429,دفا,دَفَا,دفو,دفا,1,0,0,0,0
9430,حدا,حَدَا,حدو,حدا,1,0,0,0,0
9431,نضا,نَضَا,نضو,نضا,1,0,0,0,0
9432,فها,فَهَا,فهو,فها,1,1,1,1,0
9433,غدا,غَدَا,غدو,غدا,1,1,1,1,0
9434,قلا,قَلَا,قلو,قلا,1,0,0,0,0
9435,عدا,عَدَا,عدو,عدا,1,1,1,1,0
9436,زها,زَهَا,زهو,زها,1,0,0,0,0
9437,سرا,سَرَا,سرو,سرا,1,1,1,1,0
9438,نبا,نَبَا,نبو,نبا,1,1,1,1,0
9439,قنا,قَنَا,قنو,قنا,1,0,0,0,0
9440,نزا,نَزَا,نزو,نزا,1,1,1,1,0
9441,شها,شَهَا,شهو,شها,1,0,0,0,0
9442,عبا,عَبَا,عبو,عبا,1,0,0,0,0
9443,قثا,قَثَا,قثو,قثا,1,0,0,0,0
9444,غسا,غَسَا,غسو,غسا,1,1,1,1,0
9445,نقا,نَقَا,نقو,نقا,1,0,0,0,0
9446,رغا,رَغَا,رغو,رغا,1,1,1,1,0
9447,غزا,غَزَا,غزو,غزا,1,0,0,0,0
9448,غدا,غَدَا,غدو,غدا,1,1,1,1,0
9449,ذكا,ذَكَا,ذكو,ذكا,1,1,1,1,0
9450,عنا,عَنَا,عنو,عنا,1,0,0,0,0
9451,رنا,رَنَا,رنو,رنا,1,1,1,1,0
9452,حجا,حَجَا,حجو,حجا,1,0,0,0,0
9453,قرا,قَرَا,قرو,قرا,1,0,0,0,0
9454,نثا,نَثَا,نثو,نثا,1,0,0,0,0
9455,شفا,شَفَا,شفو,شفا,1,1,1,1,0
9456,زقا,زَقَا,زقو,زقا,1,1,1,1,0
9457,خنا,خَنَا,خنو,خنا,1,0,0,0,0
9458,جلا,جَلَا,جلو,جلا,1,0,0,0,0
9459,رخا,رَخَا,رخو,رخا,1,1,1,1,0
9460,مطا,مَطَا,مطو,مطا,1,1,1,1,0
9461,رغا,رَغَا,رغو,رغا,1,1,1,1,0
9462,عشا,عَشَا,عشو,عشا,1,0,0,0,0
9463,نجا,نَجَا,نجو,نجا,1,0,0,0,0
9464,خبا,خَبَا,خبو,خبا,1,1,1,1,0
9465,هفا,هَفَا,هفو,هفا,1,1,1,1,0
9466,نما,نَمَا,نمو,نما,1,1,1,1,0
9467,دحا,دَحَا,دحو,دحا,1,0,0,0,0
9468,علا,عَلَا,علو,علا,1,0,0,0,0
9469,زكا,زَكَا,زكو,زكا,1,1,1,1,0
9470,حدا,حَدَا,حدو,حدا,1,0,0,0,0
9471,سما,سَمَا,سمو,سما,1,1,1,1,0
9472,حذا,حَذَا,حذو,حذا,1,0,0,0,0
9473,قحا,قَحَا,قحو,قحا,1,0,0,0,0
9474,دها,دَهَا,دهو,دها,1,0,0,0,0
9475,عشا,عَشَا,عشو,عشا,1,0,0,0,0
9476,رجا,رَجَا,رجو,رجا,1,0,0,0,0
9477,عفا,عَفَا,عفو,عفا,1,0,0,0,0
9478,غثا,غَثَا,غثو,غثا,1,1,1,1,0
9479,غطا,غَطَا,غطو,غطا,1,0,0,0,0
9480,عنا,عَنَا,عنو,عنا,1,0,0,0,0
9481,غلا,غَلَا,غلو,غلا,1,1,1,1,0
9482,عظا,عَظَا,عظو,عظا,1,0,0,0,0
9483,عرا,عَرَا,عرو,عرا,1,0,0,0,0
9484,غفا,غَفَا,غفو,غفا,1,1,1,1,0
9485,ضفا,ضَفَا,ضفو,ضفا,1,1,1,1,0
9486,ضغا,ضَغَا,ضغو,ضغا,1,1,1,1,0
9487,فتا,فَتَا,فتو,فتا,1,0,0,0,0
9488,فضا,فَضَا,فضو,فضا,1,1,1,1,0
9489,بغا,بَغَا,بغو,بغا,1,1,1,1,0
9490,غثا,غَثَا,غثي,غثا,1,0,0,0,0
9491,حذا,حَذَا,حذو,حذا,1,0,0,0,0
9492,كدا,كَدَا,كدو,كدا,1,1,1,1,0
9493,قطا,قَطَا,قطو,قطا,1,1,1,1,0
9494,لغا,لَغَا,لغو,لغا,1,1,1,1,0
9495,سحا,سَحَا,سحو,سحا,1,0,0,0,0
9496,سجا,سَجَا,سجو,سجا,1,0,0,0,0
9497,شهو,شَهُوَ,شهو,شهو,1,1,1,0,0
9498,ذكو,ذَكُوَ,ذكو,ذكو,1,1,1,0,0
9499,سخو,سَخُوَ,سخو,سخو,1,1,1,0,0
9500,سرو,سَرُوَ,سرو,سرو,1,1,1,0,0
9501,رخو,رَخُوَ,رخو,رخو,1,1,1,0,0
9502,طرو,طَرُوَ,طرو,طرو,1,1,1,0,0
9503,نهو,نَهُوَ,نهو,نهو,1,1,1,0,0
9504,هجو,هَجُوَ,هجو,هجو,1,1,1,0,0
9505,فتو,فَتُوَ,فتو,فتو,1,1,1,0,0
9506,حلو,حَلُوَ,حلو,حلو,1,1,1,0,0
9507,سهو,سَهُوَ,سهو,سهو,1,1,1,0,0
9508,رخو,رَخُوَ,رخو,رخو,1,1,1,0,0
9509,ضحى,ضَحَّى,ضحو,ضحى,0,0,0,0,0
9510,صلى,صَلَّى,صلو,صلى,0,0,0,0,0
9511,دمى,دَمَّى,دمي,دمى,0,0,0,0,0
9512,عدى,عَدَّى,عدو,عدى,0,0,0,0,0
9513,سقى,سَقَّى,سقي,سقى,0,0,0,0,0
9514,فلى,فَلَّى,فلي,فلى,0,0,0,0,0
9515,رخى,رَخَّى,رخي,رخى,0,0,0,0,0
9516,نقى,نَقَّى,نقو,نقى,0,0,0,0,0
9517,مشى,مَشَّى,مشي,مشى,0,0,0,0,0
9518,فدى,فَدَّى,فدي,فدى,0,0,0,0,0
9519,جبى,جَبَّى,جبي,جبى,0,1,1,1,0
9520,عمى,عَمَّى,عمي,عمى,0,0,0,0,0
9521,قفى,قَفَّى,قفو,قفى,0,0,0,0,0
9522,غشى,غَشَّى,غشي,غشى,0,0,0,0,0
9523,صوى,صَوَّى,صوي,صوى,0,0,0,0,0
9524,سرى,سَرَّى,سري,سرى,0,0,0,0,0
9525,سمى,سَمَّى,سمو,سمى,0,0,0,0,0
9526,شوى,شَوَّى,شوي,شوى,0,0,0,0,0
9527,خطى,خَطَّى,خطي,خطى,0,0,0,0,0
9528,ذرى,ذَرَّى,ذري,ذرى,0,0,0,0,0
9529,على,عَلَّى,علي,على,0,0,0,0,0
9530,دهى,دَهَّى,دهي,دهى,0,0,0,0,0
9531,مسى,مَسَّى,مسو,مسى,0,0,0,0,0
9532,ورى,وَرَّى,وري,ورى,0,0,0,0,0
9533,عفى,عَفَّى,عفو,عفى,0,0,0,0,0
9534,عرى,عَرَّى,عري,عرى,0,0,0,0,0
9535,تلى,تَلَّى,تلي,تلى,0,0,0,0,0
9536,حوى,حَوَّى,حوي,حوى,0,0,0,0,0
9537,بقى,بَقَّى,بقي,بقى,0,0,0,0,0
9538,زجى,زَجَّى,زجو,زجى,0,0,0,0,0
9539,لقى,لَقَّى,لقي,لقى,0,0,0,0,0
9540,جلى,جَلَّى,جلي,جلى,0,0,0,0,0
9541,زكى,زَكَّى,زكو,زكى,0,0,0,0,0
9542,منى,مَنَّى,مني,منى,0,0,0,0,0
9543,غطى,غَطَّى,غطو,غطى,0,0,0,0,0
9544,ذكى,ذَكَّى,ذكو,ذكى,0,0,0,0,0
9545,غرى,غَرَّى,غرو,غرى,0,0,0,0,0
9546,خلى,خَلَّى,خلي,خلى,0,0,0,0,0
9547,رعى,رَعَّى,رعي,رعى,0,0,0,0,0
9548,رجى,رَجَّى,رجو,رجى,0,0,0,0,0
9549,صدى,صَدَّى,صدي,صدى,0,0,0,0,0
9550,دسى,دَسَّى,دسو,دسى,0,0,0,0,0
9551,حسى,حَسَّى,حسي,حسى,0,0,0,0,0
9552,رنى,رَنَّى,رنو,رنى,0,0,0,0,0
9553,خفى,خَفَّى,خفي,خفى,0,0,0,0,0
9554,حلى,حَلَّى,حلو,حلى,0,0,0,0,0
9555,رضى,رَضَّى,رضو,رضى,0,0,0,0,0
9556,غزى,غَزَّى,غزو,غزى,0,0,0,0,0
9557,سدى,سَدَّى,سدي,سدى,0,0,0,0,0
9558,غنى,غَنَّى,غني,غنى,0,0,0,0,0
9559,غدى,غَدَّى,غدو,غدى,0,0,0,0,0
9560,زنى,زَنَّى,زني,زنى,0,0,0,0,0
9561,شرى,شَرَّى,شري,شرى,0,0,0,0,0
9562,خوى,خَوَّى,خوي,خوى,0,0,0,0,0
9563,عوى,عَوَّى,عوي,عوى,0,0,0,0,0
9564,زهى,زَهَّى,زهو,زهى,0,0,0,0,0
9565,مضى,مَضَّى,مضي,مضى,0,0,0,0,0
9566,وعى,وَعَّى,وعي,وعى,0,0,0,0,0
9567,طلى,طَلَّى,طلي,طلى,0,0,0,0,0
9568,عزى,عَزَّى,عزي,عزى,0,0,0,0,0
9569,حنى,حَنَّى,حنو,حنى,0,0,0,0,0
9570,نسى,نَسَّى,نسي,نسى,0,0,0,0,0
9571,شهى,شَهَّى,شهو,شهى,0,0,0,0,0
9572,نوى,نَوَّى,نوي,نوى,0,0,0,0,0
9573,زبى,زَبَّى,زبي,زبى,0,0,0,0,0
9574,عنى,عَنَّى,عني,عنى,0,0,0,0,0
9575,فصى,فَصَّى,فصي,فصى,0,0,0,0,0
9576,عبى,عَبَّى,عبي,عبى,0,0,0,0,0
9577,وقى,وَقَّى,وقي,وقى,0,0,0,0,0
9578,غلى,غَلَّى,غلي,غلى,0,0,0,0,0
9579,جرى,جَرَّى,جري,جرى,0,0,0,0,0
9580,سوى,سَوَّى,سوي,سوى,0,0,0,0,0
9581,كوى,كَوَّى,كوي,كوى,0,1,1,1,0
9582,نجى,نَجَّى,نجو,نجى,0,0,0,0,0
9583,دوى,دَوَّى,دوي,دوى,0,0,0,0,0
9584,قسى,قَسَّى,قسو,قسى,0,0,0,0,0
9585,خشى,خَشَّى,خشي,خشى,0,0,0,0,0
9586,حشى,حَشَّى,حشي,حشى,0,0,0,0,0
9587,عطى,عَطَّى,عطو,عطى,0,0,0,0,0
9588,وشى,وَشَّى,وشي,وشى,0,0,0,0,0
9589,ربى,رَبَّى,ربو,ربى,0,0,0,0,0
9590,هدى,هَدَّى,هدي,هدى,0,0,0,0,0
9591,صفى,صَفَّى,صفو,صفى,0,0,0,0,0
9592,فرى,فَرَّى,فرو،فري,فرى,0,0,0,0,0
9593,وخى,وَخَّى,وخي,وخى,0,0,0,0,0
9594,نضى,نَضَّى,نضي,نضى,0,0,0,0,0
9595,نمى,نَمَّى,نمي,نمى,0,0,0,0,0
9596,قذى,قَذَّى,قذي,قذى,0,0,0,0,0
9597,شتى,شَتَّى,شتو,شتى,0,0,0,0,0
9598,قوى,قَوَّى,قوي,قوى,0,0,0,0,0
9599,ولى,وَلَّى,ولي,ولى,0,0,0,0,0
9600,ثنى,ثَنَّى,ثني,ثنى,0,0,0,0,0
9601,نهى,نَهَّى,نهي,نهى,0,0,0,0,0
9602,هجى,هَجَّى,هجو,هجى,0,0,0,0,0
9603,ندى,نَدَّى,ندو,ندى,0,0,0,0,0
9604,سلى,سَلَّى,سلو,سلى,0,0,0,0,0
9605,غذى,غَذَّى,غذو,غذى,0,0,0,0,0
9606,شظى,شَظَّى,شظي,شظى,0,0,0,0,0
9607,قضى,قَضَّى,قضي,قضى,0,0,0,0,0
9608,كنى,كَنَّى,كني,كنى,0,0,0,0,0
9609,وصى,وَصَّى,وصي,وصى,0,0,0,0,0
9610,لظى,لَظَّى,لظي,لظى,0,0,0,0,0
9611,رقى,رَقَّى,رقي,رقى,0,0,0,0,0
9612,روى,رَوَّى,روي,روى,0,0,0,0,0
9613,ونى,وَنَّى,وني,ونى,0,1,1,1,0
9614,صلى,صَلَّى,صلي,صلى,0,0,0,0,0
9615,دلى,دَلَّى,دلو,دلى,0,0,0,0,0
9616,دنى,دَنَّى,دنو,دنى,0,0,0,0,0
9617,سجى,سَجَّى,سجو,سجى,0,0,0,0,0
9618,ردى,رَدَّى,ردي,ردى,0,0,0,0,0
9619,لوى,لَوَّى,لوي,لوى,0,0,0,0,0
9620,لبى,لَبَّى,لبي,لبى,0,0,0,0,0
9621,وفى,وَفَّى,وفي,وفى,0,0,0,0,0
9622,سهى,سَهَّى,سهو,سهى,0,0,0,0,0
9623,لهى,لَهَّى,لهو,لهى,0,0,0,0,0
9624,رغى,رَغَّى,رغو,رغى,0,0,0,0,0
9625,كبى,كَبَّى,كبو,كبى,0,0,0,0,0
9626,قبى,قَبَّى,قبو,قبى,0,0,0,0,0
9627,عشى,عَشَّى,عشو,عشى,0,0,0,0,0
9628,نحى,نَحَّى,نحي,نحى,0,0,0,0,0
9629,شارى,شَارَى,شري,شارى,0,0,0,0,0
9630,شاكى,شَاكَى,شكو,شاكى,0,0,0,0,0
9631,راعى,رَاعَى,رعي,راعى,0,0,0,0,0
9632,حاذى,حَاذَى,حذي,حاذى,0,0,0,0,0
9633,سارى,سَارَى,سري,سارى,0,0,0,0,0
9634,عاصى,عَاصَى,عصي,عاصى,0,0,0,0,0
9635,داوى,دَاوَى,دوي,داوى,0,0,0,0,0
9636,كارى,كَارَى,كري,كارى,0,0,0,0,0
9637,قاضى,قَاضَى,قضي,قاضى,0,0,0,0,0
9638,راضى,رَاضَى,رضو,راضى,0,0,0,0,0
9639,حاشى,حَاشَى,حشي,حاشى,0,0,0,0,0
9640,حابى,حَابَى,حبو,حابى,0,0,0,0,0
9641,وافى,وَافَى,وفي,وافى,0,0,0,0,0
9642,باهى,بَاهَى,بهي,باهى,0,0,0,0,0
9643,حاكى,حَاكَى,حكي,حاكى,0,0,0,0,0
9644,نادى,نَادَى,ندو,نادى,0,0,0,0,0
9645,بادى,بَادَى,بدو,بادى,0,0,0,0,0
9646,شاقى,شَاقَى,شقو,شاقى,0,0,0,0,0
9647,ضاهى,ضَاهَى,ضهي,ضاهى,0,0,0,0,0
9648,عالى,عَالَى,علو,عالى,0,0,0,0,0
9649,نافى,نَافَى,نفي,نافى,0,0,0,0,0
9650,ناغى,نَاغَى,نغي,ناغى,0,0,0,0,0
9651,جازى,جَازَى,جزي,جازى,0,0,0,0,0
9652,داجى,دَاجَى,دجي,داجى,0,0,0,0,0
9653,عاوى,عَاوَى,عوي,عاوى,0,0,0,0,0
9654,عادى,عَادَى,عدو,عادى,0,0,0,0,0
9655,ساقى,سَاقَى,سقي,ساقى,0,0,0,0,0
9656,صادى,صَادَى,صدي,صادى,0,0,0,0,0
9657,وازى,وَازَى,وزي,وازى,0,0,0,0,0
9658,قانى,قَانَى,قني,قانى,0,0,0,0,0
9659,قاسى,قَاسَى,قسو,قاسى,0,0,0,0,0
9660,عانى,عَانَى,عني,عانى,0,0,0,0,0
9661,جانى,جَانَى,جني,جانى,0,1,1,1,0
9662,لاغى,لَاغَى,لغي,لاغى,0,0,0,0,0
9663,داعى,دَاعَى,دعي,داعى,0,0,0,0,0
9664,دارى,دَارَى,دري,دارى,0,0,0,0,0
9665,داهى,دَاهَى,دهي,داهى,0,0,0,0,0
9666,حافى,حَافَى,حفو,حافى,0,0,0,0,0
9667,جاثى,جَاثَى,جثو,جاثى,0,0,0,0,0
9668,فادى,فَادَى,فدي,فادى,0,0,0,0,0
9669,راشى,رَاشَى,رشي,راشى,0,0,0,0,0
9670,ساهى,سَاهَى,سهو,ساهى,0,0,0,0,0
9671,حاجى,حَاجَى,حجو,حاجى,0,0,0,0,0
9672,ساعى,سَاعَى,سعي,ساعى,0,0,0,0,0
9673,ناجى,نَاجَى,نجو,ناجى,0,0,0,0,0
9674,راخى,رَاخَى,رخي,راخى,0,0,0,0,0
9675,مارى,مَارَى,مري,مارى,0,0,0,0,0
9676,ماشى,مَاشَى,مشي,ماشى,0,0,0,0,0
9677,ساوى,سَاوَى,سوي,ساوى,0,0,0,0,0
9678,والى,وَالَى,ولي,والى,0,0,0,0,0
9679,لاحى,لَاحَى,لحي,لاحى,0,0,0,0,0
9680,صافى,صَافَى,صفو,صافى,0,0,0,0,0
9681,غارى,غَارَى,غرو,غارى,0,0,0,0,0
9682,لاشى,لَاشَى,لشو,لاشى,0,0,0,0,0
9683,رابى,رَابَى,ربو,رابى,0,0,0,0,0
9684,سامى,سَامَى,سمو,سامى,0,0,0,0,0
9685,حامى,حَامَى,حمي,حامى,0,1,1,1,0
9686,عافى,عَافَى,عفو,عافى,0,0,0,0,0
9687,وارى,وَارَى,وري,وارى,0,0,0,0,0
9688,جارى,جَارَى,جري,جارى,0,0,0,0,0
9689,رامى,رَامَى,رمي,رامى,0,0,0,0,0
9690,واسى,وَاسَى,وسي,واسى,0,0,0,0,0
9691,هادى,هَادَى,هدي,هادى,0,0,0,0,0
9692,لاقى,لَاقَى,لقي,لاقى,0,0,0,0,0
9693,هاجى,هَاجَى,هجو,هاجى,0,0,0,0,0
9694,بارى,بَارَى,بري,بارى,0,0,0,0,0
9695,بالى,بَالَى,بلي,بالى,0,0,0,0,0
9696,جافى,جَافَى,جفو,جافى,0,0,0,0,0
9697,دانى,دَانَى,دنو,دانى,0,0,0,0,0
9698,أحصى,أَحْصَى,حصي,ءحصى,0,0,0,0,0
9699,أصحى,أَصْحَى,صحو,ءصحى,0,0,0,0,0
9700,أخلى,أَخْلَى,خلي,ءخلى,0,0,0,0,0
9701,أسقى,أَسْقَى,سقي,ءسقى,0,0,0,0,0
9702,أعطى,أَعْطَى,عطي,ءعطى,0,0,0,0,0
9703,أقوى,أَقْوَى,قوي,ءقوى,0,0,0,0,0
9704,أونى,أَوْنَى,وني,ءونى,0,0,0,0,0
9705,أنسى,أَنْسَى,نسي,ءنسى,0,0,0,0,0
9706,أذكى,أَذْكَى,ذكو,ءذكى,0,0,0,0,0
9707,أدرى,أَدْرَى,دري,ءدرى,0,0,0,0,0
9708,أنقى,أَنْقَى,نقو,ءنقى,0,0,0,0,0
9709,أعشى,أَعْشَى,عشو,ءعشى,0,0,0,0,0
9710,أطرى,أَطْرَى,طري,ءطرى,0,0,0,0,0
9711,أضفى,أَضْفَى,ضفي,ءضفى,0,0,0,0,0
9712,أبغى,أَبْغَى,بغي,ءبغى,0,0,0,0,0
9713,أثرى,أَثْرَى,ثري,ءثرى,0,1,1,1,0
9714,أزرى,أَزْرَى,زري,ءزرى,0,0,0,0,0
9715,أحظى,أَحْظَى,حظي,ءحظى,0,0,0,0,0
9716,أخزى,أَخْزَى,خزي,ءخزى,0,0,0,0,0
9717,أشجى,أَشْجَى,شجي,ءشجى,0,0,0,0,0
9718,أخبى,أَخْبَى,خبو,ءخبى,0,0,0,0,0
9719,أفشى,أَفْشَى,فشي,ءفشى,0,0,0,0,0
9720,أحنى,أَحْنَى,حني,ءحنى,0,0,0,0,0
9721,أبهى,أَبْهَى,بهي,ءبهى,0,0,0,0,0
9722,أخنى,أَخْنَى,خنو,ءخنى,0,1,1,1,0
9723,أضنى,أَضْنَى,ضني,ءضنى,0,0,0,0,0
9724,أطغى,أَطْغَى,طغي,ءطغى,0,0,0,0,0
9725,أبقى,أَبْقَى,بقي,ءبقى,0,0,0,0,0
9726,أسرى,أَسْرَى,سري,ءسرى,0,0,0,0,0
9727,أعلى,أَعْلَى,علو,ءعلى,0,0,0,0,0
9728,أحلى,أَحْلَى,حلو,ءحلى,0,0,0,0,0
9729,أحمى,أَحْمَى,حمي,ءحمى,0,0,0,0,0
9730,أوشى,أَوْشَى,وشي,ءوشى,0,0,0,0,0
9731,ألقى,أَلْقَى,لقي,ءلقى,0,0,0,0,0
9732,أضحى,أَضْحَى,ضحو,ءضحى,0,0,0,0,0
9733,أزكى,أَزْكَى,زكو,ءزكى,0,0,0,0,0
9734,أجزى,أَجْزَى,جزي,ءجزى,0,1,1,1,0
9735,أصغى,أَصْغَى,صغو,ءصغى,0,0,0,0,0
9736,أخفى,أَخْفَى,خفي,ءخفى,0,0,0,0,0
9737,أغلى,أَغْلَى,غلي,ءغلى,0,0,0,0,0
9738,أرضى,أَرْضَى,رضي,ءرضى,0,0,0,0,0
9739,أولى,أَوْلَى,ولي,ءولى,0,0,0,0,0
9740,أفتى,أَفْتَى,فتو,ءفتى,0,0,0,0,0
9741,أشفى,أَشْفَى,شفي,ءشفى,0,0,0,0,0
9742,أدلى,أَدْلَى,دلو,ءدلى,0,0,0,0,0
9743,أمهى,أَمْهَى,مهو,ءمهى,0,0,0,0,0
9744,أغلى,أَغْلَى,غلو,ءغلى,0,0,0,0,0
9745,ألهى,أَلْهَى,لهو,ءلهى,0,0,0,0,0
9746,أنجى,أَنْجَى,نجو,ءنجى,0,0,0,0,0
9747,أدجى,أَدْجَى,دجو,ءدجى,0,0,0,0,0
9748,أكرى,أَكْرَى,كري,ءكرى,0,0,0,0,0
9749,أفضى,أَفْضَى,فضو,ءفضى,0,0,0,0,0
9750,أرسى,أَرْسَى,رسو,ءرسى,0,0,0,0,0
9751,أردى,أَرْدَى,ردي,ءردى,0,0,0,0,0
9752,أرشى,أَرْشَى,رشو,ءرشى,0,0,0,0,0
9753,أرمى,أَرْمَى,رمي,ءرمى,0,0,0,0,0
9754,أشهى,أَشْهَى,شهي,ءشهى,0,0,0,0,0
9755,أشقى,أَشْقَى,شقي,ءشقى,0,0,0,0,0
9756,أقعى,أَقْعَى,قعي,ءقعى,0,0,0,0,0
9757,أزهى,أَزْهَى,زهو,ءزهى,0,1,1,1,0
9758,ألوى,أَلْوَى,لوي,ءلوى,0,0,0,0,0
9759,أزنى,أَزْنَى,زني,ءزنى,0,0,0,0,0
9760,أملى,أَمْلَى,ملو,ءملى,0,0,0,0,0
